Code;Betekenis;;;;;;;;;;;;;
9411;Bedrijfs- en werkgeversorganisaties;;;;;;;;;;;;;
9412;Beroepsorganisaties;;;;;;;;;;;;;
;;;;;;;;;;;;;;
942;Werknemersorganisaties;;;;;;;;;;;;;
9420;Werknemersorganisaties;;;;;;;;;;;;;
;;;;;;;;;;;;;;
949;Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs;;;;;;;;;;;;;
9491;Levensbeschouwelijke organisaties;;;;;;;;;;;;;
94911;Religieuze organisaties;;;;;;;;;;;;;
94919;Overige levensbeschouwelijke organisaties;;;;;;;;;;;;;
9492;Politieke organisaties;;;;;;;;;;;;;
9499;Overige belangen- en ideële organisaties: hobbyclubs;;;;;;;;;;;;;
94991;Gezelligheidsverenigingen;;;;;;;;;;;;;
94992;Hobbyclubs;;;;;;;;;;;;;
94993;Steunfondsen (niet op het gebied van welzijnszorg);;;;;;;;;;;;;
94994;Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering;;;;;;;;;;;;;
94995;Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids- en welzijnszorg, sport en recreatie);;;;;;;;;;;;;
94996;Overige ideële organisaties (rest);;;;;;;;;;;;;
94997;Overige belangenbehartiging (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
95;Reparatie van computers en consumentenartikelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
951;Reparatie van computers en communicatieapparatuur;;;;;;;;;;;;;
9511;Reparatie van computers en randapparatuur;;;;;;;;;;;;;
9512;Reparatie van communicatieapparatuur;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
952;Reparatie van consumentenartikelen (geen computers, communicatieapparatuur, auto’s en motorfietsen);;;;;;;;;;;;;
9521;Reparatie van consumentenelektronica (geen computers);;;;;;;;;;;;;
9522;Reparatie van elektrische huishoudelijke apparaten ;;;;;;;;;;;;;
9523;Reparatie van schoenen en lederwaren;;;;;;;;;;;;;
9524;Reparatie en stoffering van meubels;;;;;;;;;;;;;
9525;Reparatie van uurwerken en juweliersartikelen;;;;;;;;;;;;;
9529;Reparatie van overige consumentenartikelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
96;Wellness en overige dienstverlening: uitvaartbranche;;;;;;;;;;;;;
;;;;;;;;;;;;;;
960;Wellness en overige dienstverlening: uitvaartbranche;;;;;;;;;;;;;
9601;Reinigen van kleding en textiel;;;;;;;;;;;;;
96011;Wasserijen en linnenverhuur;;;;;;;;;;;;;
96012;Chemische wasserijen en ververijen;;;;;;;;;;;;;
96013;Wassalons en -verzendinrichtingen;;;;;;;;;;;;;
9602;Haar- en schoonheidsverzorging;;;;;;;;;;;;;
96021;Haarverzorging;;;;;;;;;;;;;
96022;Schoonheidsverzorging, pedicures en manicures, visagie en image consulting;;;;;;;;;;;;;
9603;Uitvaartverzorging, crematoria, mortuaria en begraafplaatsen;;;;;;;;;;;;;
96031;Uitvaartverzorging;;;;;;;;;;;;;
96032;Crematoria, mortuaria en begraafplaatsen;;;;;;;;;;;;;
9604;Sauna's, solaria, baden ed;;;;;;;;;;;;;
9609;Overige dienstverlening (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
T;Huishoudens als werkgever: niet-gedifferentieerde productie van goederen en diensten    door huishoudens voor eigen gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
97;Huishoudens als werkgever van huishoudelijk personeel;;;;;;;;;;;;;
;;;;;;;;;;;;;;
970;Huishoudens als werkgever van huishoudelijk personeel;;;;;;;;;;;;;
9700;Huishoudens als werkgever van huishoudelijk personeel;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
98;Niet-gespecificeerde productie van goederen en diensten door particuliere huishoudens voor eigen ;;;;;;;;;;;;;
;gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
981;Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
9810;Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
982;Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
9820;Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
 U;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
99;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
990;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
9900;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
